Titre original,Note press,Notes spectateur,id allocine,Box office,date,duree_minutes,Nombre_de_critiques_presse,Nombre_de_notes_spectateurs,Nombre_de_critiques_spectateurs,mois_sortie,annee_sortie,titre_normalise,nom_du_realisateur
The Lodge,,2.1,258171,,2020-07-15,113.0,,421.0,48.0,7.0,2020.0,thelodge,"De
Severin Fiala,
Veronika Franz"
The Good Liar,2.7,3.5,263277,11791988.0,2020-01-01,110.0,16.0,1601.0,164.0,1.0,2020.0,thegoodliar,"De
Bill Condon"
El Camino: A Breaking Bad Movie,3.3,3.6,269367,,2019-10-11,122.0,7.0,3501.0,266.0,10.0,2019.0,elcaminoabreakingbadmovie,"De
Vince Gilligan"
The Goldfinch,2.3,3.2,230149,2679027.0,2019-09-18,150.0,15.0,700.0,83.0,9.0,2019.0,thegoldfinch,"De
John Crowley"
The Lighthouse,3.6,3.5,262493,3610446.0,2019-12-18,109.0,26.0,3043.0,256.0,12.0,2019.0,thelighthouse,"De
Robert Eggers"
Pet Sematary,2.8,2.6,178703,52645265.0,2019-04-10,101.0,28.0,3475.0,375.0,4.0,2019.0,petsematary,"De
Kevin Kölsch,
Dennis Widmyer"
Pokémon Detective Pikachu,3.1,3.5,248825,137609871.0,2019-05-08,105.0,13.0,6233.0,478.0,5.0,2019.0,pokémondetectivepikachu,"De
Rob Letterman"
Countdown,2.8,2.4,273488,17684318.0,2019-11-13,91.0,19.0,1758.0,187.0,11.0,2019.0,countdown,"De
Justin Dec"
Crawl,3.4,2.7,264465,36127089.0,2019-07-24,88.0,31.0,4051.0,489.0,7.0,2019.0,crawl,"De
Alexandre Aja"
The Highwaymen,,3.7,202814,,2020-04-10,131.0,,2007.0,109.0,4.0,2020.0,thehighwaymen,"De
John Lee Hancock"
It Chapter Two,2.8,3.0,208633,209608260.0,2019-09-11,170.0,21.0,13915.0,765.0,9.0,2019.0,itchaptertwo,"De
Andy Muschietti"
Underwater,2.6,2.6,254155,7008297.0,2020-01-08,95.0,14.0,5848.0,368.0,1.0,2020.0,underwater,"De
William Eubank"
How To Train Your Dragon: The Hidden World,3.9,4.2,222451,156700470.0,2019-02-06,104.0,25.0,7378.0,366.0,2.0,2019.0,howtotrainyourdragonthehiddenworld,"De
Dean DeBlois"
The Boy Who Harnessed the Wind,,4.2,259993,,2021-09-25,113.0,,1401.0,62.0,9.0,2021.0,theboywhoharnessedthewind,"De
Chiwetel Ejiofor"
Toy Story 4,4.2,4.2,218956,419703807.0,2019-06-26,100.0,35.0,11755.0,625.0,6.0,2019.0,toystory4,"De
Josh Cooley"
Sound of Metal,3.9,4.1,244574,38666.0,2021-06-16,120.0,28.0,2044.0,116.0,6.0,2021.0,soundofmetal,"De
Darius Marder"
Escape Room,2.5,3.2,258107,52107235.0,2019-02-27,99.0,19.0,4398.0,327.0,2.0,2019.0,escaperoom,"De
Adam Robitel"
Spider-Man: Far From Home,3.2,3.7,222291,384756321.0,2019-07-03,130.0,29.0,14287.0,814.0,7.0,2019.0,spidermanfarfromhome,"De
Jon Watts"
Polar,,3.0,232724,,2021-09-11,,,1645.0,147.0,9.0,2021.0,polar,"De
Jonas Åkerlund"
Playing With Fire,,2.3,268687,42015694.0,2020-04-06,96.0,,173.0,12.0,4.0,2020.0,playingwithfire,"De
Andy Fickman"
Rambo: Last Blood,2.1,3.3,132040,39873753.0,2019-09-25,100.0,25.0,4345.0,686.0,9.0,2019.0,rambolastblood,"De
Adrian Grunberg"
A Hidden Life,3.8,3.9,248380,220205.0,2019-12-11,174.0,41.0,1900.0,240.0,12.0,2019.0,ahiddenlife,"De
Terrence Malick"
Ready or Not,2.9,3.0,268056,25712480.0,2019-08-28,96.0,15.0,3124.0,314.0,8.0,2019.0,readyornot,"De
Tyler Gillett,
Matt Bettinelli-Olpin"
Brightburn,2.9,2.8,261390,14353235.0,2019-06-26,90.0,12.0,2420.0,272.0,6.0,2019.0,brightburn,"De
David Yarovesky"
Jumanji: The Next Level,2.7,3.2,262124,310839725.0,2019-12-04,124.0,16.0,6360.0,407.0,12.0,2019.0,jumanjithenextlevel,"De
Jake Kasdan"
The Hustle,1.5,2.1,249381,33216444.0,2019-07-17,94.0,13.0,2097.0,179.0,7.0,2019.0,thehustle,"De
Chris Addison"
The Addams Family,2.7,2.8,179227,91427967.0,2019-12-04,87.0,23.0,6232.0,139.0,12.0,2019.0,theaddamsfamily,"De
Conrad Vernon,
Greg Tiernan"
What Men Want,,2.4,260674,49704890.0,2019-05-22,117.0,,628.0,42.0,5.0,2019.0,whatmenwant,"De
Adam Shankman"
Miss Bala,,2.8,255274,11885225.0,2019-07-17,104.0,,313.0,18.0,7.0,2019.0,missbala,"De
Catherine Hardwicke"
The Informer,,3.5,191613,,2020-03-12,113.0,,632.0,42.0,3.0,2020.0,theinformer,"De
Andrea Di Stefano"
X-Men: Dark Phoenix,2.7,2.9,242867,60091836.0,2019-06-05,114.0,24.0,8228.0,676.0,6.0,2019.0,xmendarkphoenix,"De
Simon Kinberg"
The Art of Racing in the Rain,,4.1,170016,17050136.0,2020-09-11,109.0,,428.0,25.0,9.0,2020.0,theartofracingintherain,"De
Simon Curtis"
Harriet,,3.7,237491,31693530.0,2020-06-30,125.0,,411.0,28.0,6.0,2020.0,harriet,"De
Kasi Lemmons"
Dumbo,3.7,3.8,230141,109788200.0,2019-03-27,112.0,35.0,7325.0,500.0,3.0,2019.0,dumbo,"De
Tim Burton"
Shazam!,2.9,3.1,126922,135248748.0,2019-04-03,132.0,24.0,7792.0,535.0,4.0,2019.0,shazam,"De
David F. Sandberg"
Men In Black: International,2.3,2.3,210317,76487189.0,2019-06-12,115.0,15.0,5584.0,434.0,6.0,2019.0,meninblackinternational,"De
F. Gary Gray"
Long Shot,3.6,3.1,254187,28731673.0,2019-05-15,125.0,25.0,2645.0,208.0,5.0,2019.0,longshot,"De
Jonathan Levine"
Hellboy,1.7,2.0,256092,19747369.0,2019-05-08,121.0,18.0,2676.0,344.0,5.0,2019.0,hellboy,"De
Neil Marshall"
The Wave,,3.0,277377,,2020-07-08,87.0,,54.0,10.0,7.0,2020.0,thewave,"De
Gille Klabin"
Mosul,,3.6,273409,,2020-11-26,86.0,,428.0,42.0,11.0,2020.0,mosul,"De
Matthew Michael Carnahan"
Wonder Park,3.1,3.2,242959,42096042.0,2019-04-03,85.0,11.0,803.0,78.0,4.0,2019.0,wonderpark,"De
Dylan Brown (II),
David Feiss"
Spies In Disguise,3.3,3.5,248797,54681766.0,2019-12-25,100.0,15.0,4688.0,131.0,12.0,2019.0,spiesindisguise,"De
Nick Bruno,
Troy Quane"
Five Feet Apart,,4.2,263299,41471489.0,2019-07-17,117.0,,1160.0,103.0,7.0,2019.0,fivefeetapart,"De
Justin Baldoni"
The Silence,,2.4,256347,,2021-08-22,91.0,,1442.0,146.0,8.0,2021.0,thesilence,"De
John R. Leonetti"
Serenity,,2.5,253647,4415403.0,2019-08-06,107.0,,2976.0,130.0,8.0,2019.0,serenity,"De
Steven Knight"
Maleficent: Mistress of Evil,2.7,3.6,238623,105693384.0,2019-10-16,119.0,18.0,12452.0,434.0,10.0,2019.0,maleficentmistressofevil,"De
Joachim Rønning"
The Report,,3.3,260709,,2019-11-28,120.0,,1120.0,18.0,11.0,2019.0,thereport,"De
Scott Z. Burns"
Murder Mystery,,2.4,178854,,2020-04-10,98.0,,2377.0,146.0,4.0,2020.0,murdermystery,"De
Kyle Newacheck"
Angel Of Mine,,3.0,262399,,2019-11-05,98.0,,265.0,24.0,11.0,2019.0,angelofmine,"De
Kim Farrant"
Angel Has Fallen,2.5,3.1,251321,67162153.0,2019-08-28,121.0,4.0,2892.0,224.0,8.0,2019.0,angelhasfallen,"De
Ric Roman Waugh"
Inheritance,,2.5,269231,,2020-12-16,111.0,,223.0,21.0,12.0,2020.0,inheritance,"De
Vaughn Stein"
The Curse of La Llorona,2.7,2.2,263120,51451753.0,2019-04-17,94.0,6.0,2458.0,259.0,4.0,2019.0,thecurseoflallorona,"De
Michael Chaves"
Lucy in the Sky,,2.3,239937,,2020-12-09,125.0,,194.0,22.0,12.0,2020.0,lucyinthesky,"De
Noah Hawley"
Above The Shadows,,2.3,256338,,2021-05-26,116.0,,60.0,5.0,5.0,2021.0,abovetheshadows,"De
Claudia Myers"
The Secrets We Keep,,3.1,269226,,2020-12-09,99.0,,181.0,14.0,12.0,2020.0,thesecretswekeep,"De
Yuval Adler"
Scary Stories to Tell in the Dark,2.9,2.8,233292,62123662.0,2019-08-21,107.0,14.0,1555.0,179.0,8.0,2019.0,scarystoriestotellinthedark,"De
André Øvredal"
The Kitchen,3.0,2.9,248579,5527410.0,2019-08-21,102.0,6.0,1099.0,96.0,8.0,2019.0,thekitchen,"De
Andrea Berloff"
Abominable,3.0,3.7,252234,56904720.0,2019-10-23,97.0,19.0,4765.0,189.0,10.0,2019.0,abominable,"De
Jill Culton,
Todd Wilderman"
Color Out Of Space,,2.2,271206,,2020-09-06,113.0,,820.0,118.0,9.0,2020.0,coloroutofspace,"De
Richard Stanley"
Above Suspicion,,2.3,247261,,2020-07-01,104.0,,183.0,14.0,7.0,2020.0,abovesuspicion,"De
Phillip Noyce"
Charlie's Angels,2.4,2.1,241020,14002052.0,2019-12-25,119.0,17.0,6632.0,208.0,12.0,2019.0,charliesangels,"De
Elizabeth Banks"
Dora and the Lost City of Gold,2.0,2.4,242125,56729431.0,2019-08-14,103.0,7.0,1245.0,122.0,8.0,2019.0,doraandthelostcityofgold,"De
James Bobin"
The Farewell,3.3,3.3,270046,6821013.0,2020-01-08,100.0,24.0,2365.0,92.0,1.0,2020.0,thefarewell,"De
Lulu Wang"
Noelle,,2.9,253186,,2020-11-27,100.0,,322.0,23.0,11.0,2020.0,noelle,"De
Marc Lawrence (II)"
Ma,2.1,2.2,262400,32775765.0,2019-06-05,100.0,8.0,1859.0,191.0,6.0,2019.0,ma,"De
Tate Taylor"
The Dead Don't Die,3.1,2.1,266163,333032.0,2019-05-14,105.0,30.0,4126.0,602.0,5.0,2019.0,thedeaddontdie,"De
Jim Jarmusch"
The Two Popes,3.8,3.8,258752,,2020-04-10,126.0,4.0,3679.0,103.0,4.0,2020.0,thetwopopes,"De
Fernando Meirelles"
The Dirt,,3.9,119413,,2020-04-10,108.0,,752.0,54.0,4.0,2020.0,thedirt,"De
Jeff Tremaine"
Abigail,,1.9,274818,,2020-01-08,111.0,,232.0,38.0,1.0,2020.0,abigail,"De
Aleksandr Boguslavskiy"
Annabelle Comes Home,2.2,2.4,264422,71578346.0,2019-07-10,106.0,12.0,2852.0,284.0,7.0,2019.0,annabellecomeshome,"De
Gary Dauberman"
Trauma Center,,1.3,278251,,2020-04-22,87.0,,160.0,36.0,4.0,2020.0,traumacenter,"De
Matt Eskandari"
In the Tall Grass,,2.2,237760,,2022-10-24,90.0,,3649.0,175.0,10.0,2022.0,inthetallgrass,"De
Vincenzo Natali"
Haunt,,2.7,257440,,2019-10-17,93.0,,617.0,79.0,10.0,2019.0,haunt,"De
Scott Beck,
Bryan Woods"
Eli,,2.2,255061,,2019-10-18,98.0,,1006.0,145.0,10.0,2019.0,eli,"De
Ciarán Foy"
Zombieland: Double Tap,3.1,3.5,176293,66643981.0,2019-10-30,99.0,23.0,5501.0,329.0,10.0,2019.0,zombielanddoubletap,"De
Ruben Fleischer"
The Knight Before Christmas,,2.8,272862,,2020-04-28,92.0,,386.0,23.0,4.0,2020.0,theknightbeforechristmas,"De
Monika Mitchell"
The Way Back,,3.6,265430,13376988.0,2020-08-02,109.0,,893.0,52.0,8.0,2020.0,thewayback,"De
Gavin O'Connor"
Baishe: Yuanqi,3.2,3.6,273494,66749.0,2022-02-09,98.0,17.0,361.0,38.0,2.0,2022.0,baisheyuanqi,"De
Ji Zhao,
Amp Wong"
Booksmart,,3.2,171227,17833316.0,2020-06-26,102.0,,583.0,30.0,6.0,2020.0,booksmart,"De
Olivia Wilde"
Cats,2.1,1.5,247309,24721070.0,2019-12-25,111.0,17.0,2202.0,138.0,12.0,2019.0,cats,"De
Tom Hooper"
The Red Sea Diving Resort,,3.7,254948,,2021-08-12,129.0,,583.0,44.0,8.0,2021.0,theredseadivingresort,"De
Gideon Raff"
The Mustang,3.5,3.9,260349,174181.0,2019-06-19,96.0,24.0,1908.0,154.0,6.0,2019.0,themustang,"De
Laure De Clermont-Tonnerre"
Awake,,2.0,276158,,2019-07-25,92.0,,168.0,20.0,7.0,2019.0,awake,"De
Aleksandr Chernyaev"
Feedback,,2.3,261922,,2020-02-02,97.0,,155.0,17.0,2.0,2020.0,feedback,"De
Pedro C. Alonso"
Grand Isle,,1.7,269584,,2020-07-21,97.0,,169.0,12.0,7.0,2020.0,grandisle,"De
Stephen S. Campanelli"
Swallow,3.7,3.7,264594,51626.0,2020-01-15,94.0,33.0,1124.0,89.0,1.0,2020.0,swallow,"De
Carlo Mirabella-Davis"
The Best Of Enemies,,3.9,239131,8115696.0,2019-09-08,133.0,,263.0,25.0,9.0,2019.0,thebestofenemies,"De
Robin Bissell"
Robert the Bruce,,1.6,262936,,2021-03-10,123.0,,129.0,16.0,3.0,2021.0,robertthebruce,"De
Richard Gray"
The Mortuary Collection,,3.1,277477,,2021-09-30,111.0,,278.0,43.0,9.0,2021.0,themortuarycollection,"De
Ryan Spindell"
Let It Snow,,2.7,240807,,2020-04-28,,,404.0,14.0,4.0,2020.0,letitsnow,"De
Luke Snellin"
Light of my Life,3.4,2.9,250139,100610.0,2020-08-12,119.0,32.0,2247.0,171.0,8.0,2020.0,lightofmylife,"De
Casey Affleck"
Lady And The Tramp,3.0,3.3,263475,,2020-03-24,95.0,4.0,955.0,67.0,3.0,2020.0,ladyandthetramp,"De
Charlie Bean"
Shaft,,3.3,235640,8901419.0,2018-08-28,111.0,,1079.0,54.0,8.0,2018.0,shaft,"De
Tim Story"
The Personal History Of David Copperfield,,2.3,262420,,2021-01-25,119.0,,297.0,42.0,1.0,2021.0,thepersonalhistoryofdavidcopperfield,"De
Armando Iannucci"
Escape Plan: The Extractors,,1.7,255529,,2019-07-17,97.0,,420.0,42.0,7.0,2019.0,escapeplantheextractors,"De
John Herzfeld"
The Vast of Night,,2.8,270170,,2020-07-03,91.0,,402.0,64.0,7.0,2020.0,thevastofnight,"De
Andrew Patterson (I)"
"Endings, Beginnings",,2.5,275884,,2022-02-06,110.0,,186.0,17.0,2.0,2022.0,endingsbeginnings,"De
Drake Doremus"
IO,,1.8,235306,,2020-07-20,96.0,,1046.0,131.0,7.0,2020.0,io,"De
Jonathan Helpert"
The Laundromat,,2.7,264753,,2019-10-18,96.0,,1967.0,57.0,10.0,2019.0,thelaundromat,"De
Steven Soderbergh"
The Wretched,,2.4,275469,,2020-11-26,95.0,,243.0,21.0,11.0,2020.0,thewretched,"De
Brett Pierce,
Drew T. Pierce"
My Spy,,2.9,266591,,2020-08-25,101.0,,314.0,21.0,8.0,2020.0,myspy,"De
Peter Segal"
The Secret Life of Pets 2,3.2,3.5,249277,147242980.0,2019-07-31,86.0,22.0,2896.0,183.0,7.0,2019.0,thesecretlifeofpets2,"De
Chris Renaud,
Jonathan Del Val"
A Beautiful Day in the Neighborhood,3.3,3.1,262214,49251811.0,2020-04-21,109.0,4.0,756.0,68.0,4.0,2020.0,abeautifuldayintheneighborhood,"De
Marielle Heller"
The Beach Bum,,2.2,253854,1763070.0,2021-06-22,95.0,,253.0,20.0,6.0,2021.0,thebeachbum,"De
Harmony Korine"
Queen & Slim,3.3,3.5,266341,36595995.0,2020-02-12,132.0,24.0,2608.0,144.0,2.0,2020.0,queenslim,"De
Melina Matsoukas"
A Dog's Journey,,4.1,264572,14970820.0,2019-08-21,108.0,,633.0,43.0,8.0,2019.0,adogsjourney,"De
Gail Mancuso"
Little,,2.3,263043,38530490.0,2019-06-19,109.0,,189.0,17.0,6.0,2019.0,little,"De
Tina Gordon Chism"
Avengement,,3.4,271682,,2022-10-25,86.0,,130.0,22.0,10.0,2022.0,avengement,"De
Jesse V. Johnson"
Close,,2.5,246866,,2021-09-25,94.0,,708.0,53.0,9.0,2021.0,close,"De
Vicky Jewson"
Hustlers,2.9,2.7,245453,101847453.0,2019-10-16,107.0,13.0,1390.0,124.0,10.0,2019.0,hustlers,"De
Lorene Scafaria"
Dolemite Is My Name,,3.4,265353,,2020-04-28,118.0,,393.0,40.0,4.0,2020.0,dolemiteismyname,"De
Craig Brewer"
"Where'd You Go, Bernadette?",,2.9,235784,,2020-09-02,111.0,,263.0,22.0,9.0,2020.0,wheredyougobernadette,"De
Richard Linklater"
The Courier,,1.8,269154,3481267.0,2020-07-15,97.0,,266.0,28.0,7.0,2020.0,thecourier,"De
Zackary Adler"
Secret Obsession,,1.8,272611,,2020-04-10,97.0,,550.0,68.0,4.0,2020.0,secretobsession,"De
Peter Sullivan"
2050,,1.7,271582,,2021-08-25,104.0,,74.0,15.0,8.0,2021.0,2050,
Synchronic,,2.5,267920,,2021-03-02,102.0,,576.0,52.0,3.0,2021.0,synchronic,"De
Justin Benson,
Aaron Moorhead"
Badland,,2.4,277461,,2020-09-30,117.0,,41.0,8.0,9.0,2020.0,badland,"De
Justin Lee"
The LEGO Movie 2: The Second Part,2.8,3.1,226917,103364648.0,2019-02-20,108.0,18.0,1165.0,85.0,2.0,2019.0,thelegomovie2thesecondpart,"De
Mike Mitchell (V)"
Crown Vic,,2.6,246381,,2021-03-10,116.0,,126.0,20.0,3.0,2021.0,crownvic,"De
Joel Souza"
Good Boys,2.0,2.8,258241,82032715.0,2019-08-21,90.0,5.0,826.0,85.0,8.0,2019.0,goodboys,"De
Gene Stupnitsky"
Polaroid,,2.1,242004,,2020-12-30,88.0,,260.0,32.0,12.0,2020.0,polaroid,"De
Lars Klevberg"
Life Like,,1.8,272341,,2020-11-18,95.0,,112.0,16.0,11.0,2020.0,lifelike,"De
Josh Janowicz"
21 Bridges,2.7,3.5,248219,26355168.0,2020-01-01,101.0,12.0,1995.0,169.0,1.0,2020.0,21bridges,"De
Brian Kirk (III)"
"Yes, God, Yes",,2.0,263494,,2020-11-24,77.0,,195.0,18.0,11.0,2020.0,yesgodyes,"De
Karen Maine"
Missing Link,3.6,3.4,251288,12764526.0,2019-04-17,95.0,21.0,348.0,28.0,4.0,2019.0,missinglink,"De
Chris Butler"
Holiday In The Wild,,2.7,274950,,2020-04-28,85.0,,243.0,14.0,4.0,2020.0,holidayinthewild,"De
Ernie Barbarash"
The Souvenir - Part I,4.3,3.1,256402,30160.0,2022-02-02,119.0,27.0,387.0,39.0,2.0,2022.0,thesouvenirparti,"De
Joanna Hogg"
Captive State,2.8,2.2,249702,3131525.0,2019-04-03,111.0,21.0,1314.0,184.0,4.0,2019.0,captivestate,"De
Rupert Wyatt"
The Least of These: The Graham Staines Story,,3.3,268813,5433.0,2023-05-10,109.0,,32.0,6.0,5.0,2023.0,theleastofthesethegrahamstainesstory,"De
Aneesh Daniel"
Triple Threat,,2.5,250020,,2019-11-05,96.0,,242.0,24.0,11.0,2019.0,triplethreat,"De
Jesse V. Johnson"
Overcomer,,3.2,265210,31587810.0,2019-12-03,124.0,,80.0,15.0,12.0,2019.0,overcomer,"De
Alex Kendrick"
Beats,,3.4,265646,,2020-04-10,109.0,,284.0,19.0,4.0,2020.0,beats,"De
Chris Robinson"
Burn,,2.1,262689,,2020-09-11,88.0,,107.0,9.0,9.0,2020.0,burn,"De
Mike Gan"
Inside Man: Most Wanted,,2.4,123542,,2019-10-30,104.0,,134.0,18.0,10.0,2019.0,insidemanmostwanted,"De
M.J. Bassett"
Doom: Annihilation,,1.3,264290,,2019-10-30,97.0,,216.0,33.0,10.0,2019.0,doomannihilation,"De
Tony Giglio"
Seberg,,3.2,263325,,2020-07-23,103.0,,269.0,29.0,7.0,2020.0,seberg,"De
Benedict Andrews"
Child's Play,3.0,2.7,265918,23557942.0,2019-06-19,90.0,7.0,1524.0,223.0,6.0,2019.0,childsplay,"De
Lars Klevberg"
Dreamland,,2.9,256171,,2021-01-31,98.0,,127.0,13.0,1.0,2021.0,dreamland,"De
Miles Joris-Peyrafitte"
Primal,,2.1,258864,,2020-05-31,97.0,,185.0,21.0,5.0,2020.0,primal,"De
Nick Powell"
Descendants 3,,3.4,262734,,2016-02-01,106.0,,334.0,11.0,2.0,2016.0,descendants3,"De
Kenny Ortega"
The Pilgrim’s Progress,,3.1,266982,14085.0,2019-11-06,108.0,,120.0,42.0,11.0,2019.0,thepilgrimsprogress,"De
Robert Fernandez (III)"
Deadwood: The Movie,,3.1,266491,,2019-06-23,90.0,,169.0,10.0,6.0,2019.0,deadwoodthemovie,"De
Daniel Minahan"
The Prodigy,,2.8,256584,11033913.0,2019-07-25,92.0,,304.0,41.0,7.0,2019.0,theprodigy,"De
Nicholas McCarthy"
Between Two Ferns: The Movie,,2.6,270184,,2020-04-28,82.0,,217.0,14.0,4.0,2020.0,betweentwofernsthemovie,"De
Scott Aukerman"
Rim of the World,,1.8,263533,,2020-04-10,98.0,,491.0,66.0,4.0,2020.0,rimoftheworld,"De
 McG"
Sergio,,3.1,266473,,2020-04-17,118.0,,213.0,29.0,4.0,2020.0,sergio,"De
Greg Barker"
Earthquake Bird,,3.0,249382,,2020-04-28,107.0,,311.0,33.0,4.0,2020.0,earthquakebird,"De
Wash Westmoreland"
Vault,,2.5,258908,,2021-05-20,103.0,,73.0,6.0,5.0,2021.0,vault,"De
Tom DeNucci"
Blow the Man Down,,2.8,273857,,2020-03-20,91.0,,87.0,9.0,3.0,2020.0,blowthemandown,"De
Bridget Savage Cole"
The Intruder,,2.5,257077,31966509.0,2019-10-30,102.0,,284.0,40.0,10.0,2019.0,theintruder,"De
Deon Taylor"
Isn't It Romantic,,2.8,255319,44005746.0,2020-07-07,90.0,,1329.0,71.0,7.0,2020.0,isntitromantic,"De
Todd Strauss-Schulson"
Fighting With My Family,,3.6,253878,18652100.0,2019-08-07,109.0,,731.0,37.0,8.0,2019.0,fightingwithmyfamily,"De
Stephen Merchant"
Sea Fever,,2.2,268681,,2020-06-23,89.0,,349.0,38.0,6.0,2020.0,seafever,"De
Neasa Hardiman"
Greener Grass,,3.2,270369,,2023-02-03,95.0,,43.0,5.0,2.0,2023.0,greenergrass,"De
Jocelyn DeBoer,
Dawn Luebbe"
The Kindness of Strangers,,3.4,270236,,2020-12-18,112.0,,90.0,14.0,12.0,2020.0,thekindnessofstrangers,"De
Lone Scherfig"
Tall Girl,,2.6,269243,,2019-09-13,101.0,,680.0,29.0,9.0,2019.0,tallgirl,"De
Nzingha Stewart"
1BR: The Apartement,,2.4,280484,,2021-02-11,90.0,,214.0,31.0,2.0,2021.0,1brtheapartement,"De
David Marmor"
Black Christmas,2.3,1.2,251287,7286665.0,2019-12-11,93.0,3.0,720.0,98.0,12.0,2019.0,blackchristmas,"De
Sophia Takal"
Unplanned,,2.7,271469,12548155.0,2019-03-29,109.0,,164.0,48.0,3.0,2019.0,unplanned,"De
Chuck Konzelman,
Cary Solomon"
Crypto,,2.2,265542,,2019-09-13,105.0,,226.0,22.0,9.0,2019.0,crypto,"De
John Stalberg Jr."
The Climb,3.9,2.7,273581,65082.0,2020-07-29,98.0,22.0,1395.0,82.0,7.0,2020.0,theclimb,"De
Michael Angelo Covino"
Daughter of the Wolf,,1.6,263660,,2019-12-04,88.0,,129.0,12.0,12.0,2019.0,daughterofthewolf,"De
David Hackl"
The Dark and the Wicked,,2.2,273740,153746.0,2022-02-23,95.0,,139.0,17.0,2.0,2022.0,thedarkandthewicked,"De
Bryan Bertino"
The Vigil,2.8,2.0,277707,73812.0,2020-07-29,90.0,16.0,1235.0,84.0,7.0,2020.0,thevigil,"De
Keith Thomas (II)"
Recon,,2.1,286404,,2020-12-31,95.0,,45.0,8.0,12.0,2020.0,recon,"De
Robert David Port"
Jungleland,,2.9,267297,,2021-03-10,90.0,,133.0,10.0,3.0,2021.0,jungleland,"De
Max Winkler"
Troop Zero,,3.6,262813,,2020-01-16,94.0,,132.0,15.0,1.0,2020.0,troopzero,"De
 Bert & Bertie"
Bad Education,,3.1,263742,,2020-09-13,109.0,,275.0,10.0,9.0,2020.0,badeducation,"De
Cory Finley"
Black And Blue,,3.5,267348,15529819.0,2020-03-22,108.0,,539.0,44.0,3.0,2020.0,blackandblue,"De
Deon Taylor"
Falling Inn Love,,2.6,271881,,2020-04-10,97.0,,488.0,20.0,4.0,2020.0,fallinginnlove,"De
Roger Kumble"
Airplane Mode,,1.0,282832,,2021-06-17,80.0,,66.0,14.0,6.0,2021.0,airplanemode,"De
David Dinetz,
Dylan Trussell"
Running With The Devil,,2.2,263470,,2020-03-06,100.0,,159.0,23.0,3.0,2020.0,runningwiththedevil,"De
Jason Cabell"
Monos,3.9,3.0,255064,23089.0,2020-03-04,103.0,25.0,652.0,70.0,3.0,2020.0,monos,"De
Alejandro Landes"
3 From Hell,,2.7,260161,,2020-06-02,111.0,,248.0,24.0,6.0,2020.0,3fromhell,"De
Rob Zombie"
Mary,,1.6,258732,,2019-10-30,84.0,,118.0,9.0,10.0,2019.0,mary,"De
Michael Goi"
Jexi,,2.2,276057,3106730.0,2020-07-15,84.0,,309.0,27.0,7.0,2020.0,jexi,"De
Jon Lucas,
Scott Moore"
The Rhythm Section,,2.1,257505,2715384.0,2020-04-06,110.0,,432.0,53.0,4.0,2020.0,therhythmsection,"De
Reed Morano"
Point Blank,,2.5,266797,,2020-04-10,86.0,,279.0,22.0,4.0,2020.0,pointblank,"De
Joe Lynch"
The Last Summer,,2.5,262297,,2019-05-04,109.0,,487.0,18.0,5.0,2019.0,thelastsummer,"De
William Bindley"
Canción sin nombre,3.8,3.4,271731,15762.0,2020-06-22,97.0,23.0,137.0,20.0,6.0,2020.0,canciónsinnombre,"De
Melina León"
Poms,,3.0,249230,10110890.0,2021-09-25,91.0,,151.0,8.0,9.0,2021.0,poms,"De
Zara Hayes"
Late Night,3.4,3.1,251547,5568462.0,2019-08-21,103.0,21.0,1159.0,116.0,8.0,2019.0,latenight,"De
Nisha Ganatra"
The Poison Rose,,1.9,263832,,2019-12-03,97.0,,162.0,24.0,12.0,2019.0,thepoisonrose,"De
George Gallo,
Francesco Cinquemani"
A Score to Settle,,1.9,262178,,2019-10-31,104.0,,179.0,24.0,10.0,2019.0,ascoretosettle,"De
Shawn Ku"
Come to Daddy,,2.3,275607,,2021-06-23,95.0,,222.0,22.0,6.0,2021.0,cometodaddy,"De
Ant Timpson"
Her Smell,2.8,2.5,262223,2950.0,2019-07-17,134.0,17.0,141.0,17.0,7.0,2019.0,hersmell,"De
Alex Ross Perry"
Someone Great,,2.6,263213,,2022-10-24,92.0,,425.0,29.0,10.0,2022.0,someonegreat,"De
Jennifer Kaytin Robinson"
Happy Death Day 2U,3.0,2.6,263368,25222850.0,2019-02-13,100.0,6.0,1964.0,171.0,2.0,2019.0,happydeathday2u,"De
Christopher Landon"
Dernier amour,3.2,1.9,253962,77111.0,2019-03-20,98.0,33.0,449.0,68.0,3.0,2019.0,dernieramour,"De
Benoit Jacquot"
The Perfect Date,,2.8,267362,,2019-04-12,89.0,,879.0,31.0,4.0,2019.0,theperfectdate,"De
Chris Nelson"
"Family Romance, LLC",3.4,3.1,273591,15624.0,2020-08-19,89.0,21.0,179.0,20.0,8.0,2020.0,familyromancellc,"De
Werner Herzog"
Trading Paint,,1.9,258181,,2019-08-29,87.0,,76.0,6.0,8.0,2019.0,tradingpaint,"De
Karzan Kader"
We Die Young,,2.0,270966,,2019-07-11,92.0,,147.0,22.0,7.0,2019.0,wedieyoung,"De
Lior Geller"
Always Be My Maybe,,2.9,265169,,2020-04-28,101.0,,312.0,17.0,4.0,2020.0,alwaysbemymaybe,"De
Nahnatchka Khan"
